Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01191","Triticale","2018","2018","hg/ha","59475","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01191","Triticale","2018","2018","tonnes","47342","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01970","Unmanufactured tobacco","2018","2018","ha","461","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01970","Unmanufactured tobacco","2018","2018","hg/ha","20820","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01970","Unmanufactured tobacco","2018","2018","tonnes","959.81","I","Imputed value"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","01376","Walnuts, in shell","2018","2018","ha","1724","I","Imputed value"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","01376","Walnuts, in shell","2018","2018","hg/ha","14220","E","Estimated value"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","01376","Walnuts, in shell","2018","2018","tonnes","2451","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5312","Area harvested","0111","Wheat","2018","2018","ha","87725","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5419","Yield","0111","Wheat","2018","2018","hg/ha","58301","A","Official figure"
"QCL","Crops and livestock products","756","Switzerland","5510","Production","0111","Wheat","2018","2018","tonnes","511446","A","Official figure"
